Counter                                                                                   ID  
Согласований в основном режиме                                                            6476
Согласований в основном режиме/с                                                          6478
Согласований в расширенном режиме                                                         6614
Согласований в расширенном режиме/с                                                       6616
Создано байт журнала/с                                                                    3018
Создано заданий                                                                           4364
Создано объектов сервера                                                                  4306
Создано потоков операций                                                                  4124
Создано потоков операций за секунду                                                       4126
Создано процессов фильтрации                                                              4300
Создано файлов журнала                                                                    3050
Создано фрагментов/сек                                                                    580 
Создано экземпляров за секунду                                                            6102
Созданы рабочие процессы                                                                  7322
Сомнительных операций транзакций                                                          6124
Сомнительных операций транзакций за секунду                                               6126
Сообщений перехвата ввода-вывода/с                                                        8828
Сообщений перехвата памяти/с                                                              8830
Сообщений/сек                                                                             584 
Сообщения о перехвате расширенных гипервызовов/с                                          8900
Сопоставлений безопасности в основном режиме с олицетворением                             6590
Сопоставлений безопасности в основном режиме с олицетворением/с                           6592
Сопоставлений безопасности в расширенном режиме с олицетворением                          6626
Сопоставлений таблицы гостевых страниц/с                                                  8818
Сопоставления прерываний устройств                                                        8726
Сопоставлено байтов                                                                       4644
Сопоставлено байтов/с                                                                     4646
Сопоставлено пакетов                                                                      4640
Сопоставлено пакетов/с                                                                    4642
Состояние потока                                                                          46  
Состояние приостановки                                                                    5798
Состояние энергопотребления устройства                                                    4604
Сохраненные рабочие процессы                                                              7338
Сохранено потоков операций                                                                4154
Сохранено потоков операций за секунду                                                     4156
Среднее байт/сек -отправлено                                                              7018
Среднее байт/сек -принято                                                                 7020
Среднее время загрузки рабочего процесса                                                  7362
Среднее время записи на диск (с)                                                          210 
Среднее время кодирования                                                                 8350
Среднее время нахождения запросов HttpWebRequest в очереди                                4492
Среднее время обращения к диску (с)                                                       206 
Среднее время ответа фиксации участника                                                   1932
Среднее время подготовки ответа участником                                                1928
Среднее время простоя                                                                     5808
Среднее время сохранения рабочего процесса                                                7364
Среднее время существования резервного кэша за длительный период (с)                      1686
Среднее время удерживания семафора                                                        8236
Среднее время чтения с диска (с)                                                          208 
Среднее количество пакетов в сетевой плате                                                5164
Среднее число байтов в запросе                                                            7398
Среднее число байтов в запросе на запись                                                  7382
Среднее число байтов в запросе на чтение                                                  7378
Среднее число отправленных байт                                                           7792
Среднее число полученных байт                                                             7794
Среднее число секунд на запрос                                                            7618
Среднее число секунд на запрос данных                                                     7402
Среднее число секунд на запрос на запись                                                  7390
Среднее число секунд на запрос на чтение                                                  7386
Средний размер одного обмена с диском (байт)                                              224 
Средний размер одного чтения с диска (байт)                                               226 
Средний размер одной записи на диск (байт)                                                228 
Средний размер пакета TCP RSC                                                             1604
Средний уровень использования очереди (%)                                                 4680
Средняя глубина очереди                                                                   4678
Средняя длина очереди данных                                                              7412
Средняя длина очереди диска                                                               1400
Средняя длина очереди записи                                                              7410
Средняя длина очереди записи на диск                                                      1404
Средняя длина очереди чтения                                                              7408
Средняя длина очереди чтения диска                                                        1402
Средняя задержка (мс) для передачи ISO                                                    1898
Средняя задержка записи (восстановлении) при вводе-выводе в базу данных                   3486
Средняя задержка записи в журнал при вводе-выводе                                         3524
Средняя задержка записи при вводе-выводе в (прикрепленную) базу данных                    3472
Средняя задержка записи при вводе-выводе для базы данных                                  3500
Средняя задержка операций записи для карты записи на диск (операции ввода и вывода)       3514
Средняя задержка при промахе кэша базы данных (подключение)                               3626
Средняя задержка чтения (восстановления) при вводе-выводе для базы данных                 3430
Средняя задержка чтения журнала при вводе-выводе                                          3458
Средняя задержка чтения при вводе-выводе для (прикрепленной) базы данных                  3416
Средняя задержка чтения при вводе-выводе для базы данных                                  3444
Средняя продолжительность запросов HttpWebRequest                                         4486
Средняя скорость объединения на уровне 0 (удаления)                                       4386
Средняя скорость объединения на уровне 1                                                  4396
Средняя скорость объединения на уровне 2                                                  4406
Средняя скорость объединения на уровне 3                                                  4416
Средняя скорость объединения на уровне 4                                                  4426
Средняя скорость объединения на уровне 5                                                  4436
Средняя скорость объединения на уровне 6                                                  4446
Средняя скорость объединения на уровне 7                                                  4456
Средняя скорость объединения на уровне 8                                                  4466
Ссылок                                                                                    1460
Степень сжатия                                                                            4036
Стоимость записи на диск TLB при вводе-выводе                                             8730
Стоимость записи на диск TLB при глобальном вводе-выводе                                  8908
Стоимость записи на диск TLB при локальном вводе-выводе                                   8912
Страниц 'ленивой' записи/с                                                                136 
Страниц сброса данных/с                                                                   140 
Страницы GPA                                                                              8700
Страницы виртуального TLB                                                                 8694
Строк кэша с ошибками                                                                     4742
Счетчик активных процессов                                                                1518
Счетчик воспроизведенных попыток за секунду                                               1922
Счетчик дескрипторов                                                                      952 
Счетчик завершенных процессов                                                             1520
Счетчик мьютексов                                                                         256 
Счетчик отправленных ошибок за секунду                                                    1926
Счетчик очередей передачи                                                                 4672
Счетчик очередей приема                                                                   4674
Счетчик подготовленных попыток за секунду                                                 1920
Счетчик полученных ошибок за секунду                                                      1924
Счетчик поставщиков                                                                       6366
Счетчик потоков                                                                           680 
Счетчик процессов                                                                         248 
Счетчик секций                                                                            258 
Счетчик семафоров                                                                         254 
Счетчик событий                                                                           252 
Счетчик фиксированных попыток за секунду                                                  1918
Тайм-ауты семафора                                                                        8234
Тактов пульса                                                                             4282
Текущая версия файла журнала                                                              3054
Текущая длина очереди                                                                     3898
Текущая длина очереди данных                                                              7406
Текущая длина очереди диска                                                               198 
Текущая пропускная способность                                                            520 
Текущее число надежных открытий файлов                                                    7642
Текущее число открытий файлов обхода                                                      7592
Текущее число сборок                                                                      3858
Текущие подключения TCP                                                                   7490
Текущий % времени в польз. режиме                                                         1504
Текущий % времени в режиме ядра                                                           1506
Текущий приоритет                                                                         694 
Текущий процент времени процессора                                                        1502
Текущих входящих звонков                                                                  3760
Текущих доменов приложений                                                                3852
Текущих исходящих звонков                                                                 3758
Текущих клиентов                                                                          1314
Текущих логических потоков                                                                3904
Текущих объединений на уровне 0 (удалений)                                                4384
Текущих объединений на уровне 1                                                           4394
Текущих объединений на уровне 2                                                           4404
Текущих объединений на уровне 3                                                           4414
Текущих объединений на уровне 4                                                           4424
Текущих объединений на уровне 5                                                           4434
Текущих объединений на уровне 6                                                           4444
Текущих объединений на уровне 7                                                           4454
Текущих объединений на уровне 8                                                           4464
Текущих объединений с главной копией                                                      4372
Текущих опознанных потоков                                                                3908
Текущих физических потоков                                                                3906
Телефонных устройств                                                                      1154
Температура                                                                               6038
Транзакций под сомнением                                                                  1856
Транзакций/с                                                                              1870
Удалений документов                                                                       4172
Удаленное взаимодействие PowerShell: количество закрытых и повторно открытых подключений  5074
Удаленное взаимодействие PowerShell: количество запросов, принудительно поставленных н... 5068
Удаленное взаимодействие PowerShell: количество ликвидированных подключений               5072
Удаленное взаимодействие PowerShell: количество обслуживаемых запросов                    5066
Удаленное взаимодействие PowerShell: количество ожидающих запросов в очереди              5064
Удаленное взаимодействие PowerShell: количество созданных подключений                     5070
Удаленных вызовов/сек                                                                     3930
Удалено заданий                                                                           4366
Удерживаемых документов                                                                   4184
Указателей GC                                                                             3810
Уникальных документов                                                                     4268
Уникальных ключей                                                                         4360
Управляющие данные, байт/сек                                                              1882
Упреждающих чтений/с                                                                      122 
Уровень главного индекса.                                                                 4346
Уровень использования ресурсов                                                            4292
Уровень сбоев при компиляции по требованию                                                3874
Уровень трафика системного ввода-вывода                                                   4338
Уровень: обращений в секунду                                                              7198
Уровень: операций записи в секунду                                                        7186
Уровень: операций чтения в секунду                                                        7176
Уровень: скорость записи (байт/с)                                                         7192
Уровень: скорость передачи (байт/с)                                                       7204
Уровень: скорость чтения (байт/с)                                                         7182
Уровень: ср. время записи (с)                                                             7188
Уровень: ср. время обращения (с)                                                          7200
Уровень: ср. время чтения (с)                                                             7178
Уровень: ср. длина очереди                                                                7202
Уровень: ср. длина очереди записи                                                         7190
Уровень: ср. длина очереди чтения                                                         7180
Уровень: ср. объем операции записи (байт)                                                 7194
Уровень: ср. объем операции чтения (байт)                                                 7184
Уровень: ср. объем передачи (байт)                                                        7206
Уровень: текущая длина очереди                                                            7196
Уровни теневого объединения                                                               4352
Усеченных страниц во вложенном объекте TLB/с                                              8748
Успешно отфильтровано документов                                                          4324
Успешных запросов                                                                         4380
Успешных согласований                                                                     6644
Успешных согласований в быстром режиме                                                    6500
Успешных согласований в быстром режиме/с                                                  6502
Успешных согласований в основном режиме                                                   6480
Успешных согласований в основном режиме/с                                                 6482
Успешных согласований в расширенном режиме                                                6618
Успешных согласований в расширенном режиме/с                                              6620
Успешных согласований/с                                                                   6646
Успешных фильтраций                                                                       4194
Установлено подключений                                                                   642 
Установлено соединений                                                                    4474
Устаревшая запись кэша                                                                    7798
Устаревшие байты виртуального диска                                                       7076
Устаревшие записи кэша                                                                    7024
Устаревшие элементы виртуального диска                                                    7074
Устойчивые маркеры с повторным подключением                                               1264
Устранить                                                                                 7788
Файловых операций с данными/сек                                                           406 
Фиксаций при отображении данных/с                                                         96  
Фиксаций при чтении/с                                                                     98  
Фильтров/сек                                                                              3950
Фильтруемых документов                                                                    4242
Флаг восстановления                                                                       4234
Флаг приостановки средства сбора данных                                                   4232
Флаг прохода по журналу                                                                   4238
Флаги ограничения производительности                                                      5828
Флаги состояния процессора                                                                5804
Фрагментировано датаграмм/сек                                                             576 
Ход восстановления журнала                                                                4270
Ход объединения с главной копией                                                          4350
Целевая глубина контрольных точек создания журнала                                        3040
Циклов возвращения пакетов NDIS/сек                                                       4562
Циклов возвращения пакетов минипорта/сек                                                  4564
Циклов завершения передачи NDIS/сек                                                       4570
Циклов завершения передачи стека/сек                                                      4576
Циклов задержки DPC для прерываний/с                                                      4578
Циклов изменений таблицы косвенности минипорта RSS                                        4574
Циклов индикации получения стека/сек                                                      4560
Циклов индикации получения/сек                                                            4558
Циклов передачи NDIS/сек                                                                  4566
Циклов передачи минипорта/сек                                                             4568
Циклов прерываний DPC/сек                                                                 4554
Циклов прерываний/сек                                                                     4556
Циклов создания распределения/сборки/сек                                                  4572
Циклов спин-блокировок/с                                                                  5950
Циклов спин-блокировок/сек                                                                5838
Частота                                                                                   8640
Частота внешних уведомлений                                                               4278
Частота выгрузок доменов приложений                                                       3846
Частота добавления документов                                                             4170
Частота загрузок доменов приложений                                                       3856
Частота загрузок классов                                                                  3850
Частота загрузок сборок                                                                   3862
Частота изменения документов                                                              4178
Частота конфликтов/сек                                                                    3896
Частота обработки документов                                                              4192
Частота обращений к файлам                                                                4216
частота опознавания потоков/сек                                                           3912
Частота ошибок                                                                            4200
Частота ошибок протокола file                                                             4208
Частота переноса и переименования документов                                              4266
Частота повторов                                                                          4248
Частота получений исполнительных ресурсов (AcqShrdStarveExcl)/с                           6000
Частота получений исполнительных ресурсов (AcqShrdStarveExcl)/сек                         5888
Частота процессора                                                                        5800
Частота сбоев при загрузке                                                                3840
Частота уведомлений                                                                       4336
Частота удаления документов                                                               4174
Частота успешной фильтрации документов                                                    4326
Частота успешных фильтраций                                                               4196
Частота фильтрации документов                                                             4312
Частота фильтрации документов Office                                                      4224
Частота фильтрации текстовых документов                                                   4228
Число активных подключений RDMA                                                           4590
Число входящих байтов RDMA/с                                                              4594
Число входящих кадров RDMA/с                                                              4598
Число заданий указателей на исключительных владельцев исполнительных ресурсов/сек         5908
Число заданий указателей на монопольных владельцев исполнительных ресурсов/с              6020
Число заданий указателей на общих владельцев исполнительных ресурсов (новый владелец)/с   6022
Число заданий указателей на общих владельцев исполнительных ресурсов (существующий вла... 6024
Число заполнений буфера событий                                                           7718
Число запросов хэша SMB BranchCache V2, выполненных дедупликацией                         1836
Число импортов TLB / сек                                                                  3888
Число исключений                                                                          3946
Число исключений/сек                                                                      3948
Число исключительных рекурсивных получений исполнительных ресурсов (AcqShrdLite)/сек      5874
Число исключительных рекурсивных получений исполнительных ресурсов (AcqShrdWaitForExcl... 5898
Число источников времени NTP-клиента                                                      7778
Число исходящих байтов RDMA/с                                                             4596
Число исходящих кадров RDMA/с                                                             4600
Число конфликтов исполнительных ресурсов (AcqExclLite)/с                                  5980
Число конфликтов исполнительных ресурсов (AcqExclLite)/сек                                5868
Число конфликтов получения исполнительных ресурсов (AcqShrdLite)/с                        5992
Число конфликтов получения исполнительных ресурсов (AcqShrdLite)/сек                      5880
Число конфликтов преобразования исполнительных ресурсов из исключительных в общие/сек     5860
Число конфликтов при получении исполнительных ресурсов (AcqShrdStarveExcl)/с              6004
Число конфликтов при получении исполнительных ресурсов (AcqShrdStarveExcl)/сек            5892
Число конфликтов при получении исполнительных ресурсов (AcqShrdWaitForExcl)/с             6016
Число конфликтов при получении исполнительных ресурсов (AcqShrdWaitForExcl)/сек           5904
Число непройденных проверок подлинности                                                   6744
Число неудачных попыток подключений RDMA                                                  4586
Число общих освобождений исполнительных ресурсов/сек                                      5858
Число общих рекурсивных получений исполнительных ресурсов (AcqShrdLite)/сек               5878
Число объединений на уровне 0 (удалений)                                                  4388
Число объединений на уровне 1                                                             4398
Число объединений на уровне 2                                                             4408
Число объединений на уровне 3                                                             4418
Число объединений на уровне 4                                                             4428
Число объединений на уровне 5                                                             4438
Число объединений на уровне 6                                                             4448
Число объединений на уровне 7                                                             4458
Число объединений на уровне 8                                                             4468
Число опустошений и переполнений                                                          7746
Число освобождений                                                                        7730
Число открытых файлов                                                                     7610
Число отправленных межпроцессорных прерываний/сек                                         8620
Число ошибок "Служба отсутствует"                                                         7744
Число ошибок подключений RDMA                                                             4588
Число повторных постановок DPC в очередь                                                  7720
Число повышений исключительных владельцев исполнительных ресурсов/сек                     5914
Число повышений монопольных владельцев исполнительных ресурсов/с                          6026
Число повышений общих владельцев исполнительных ресурсов/с                                6028
Число подключений дерева                                                                  7608
Число подключений, инициированных RDMA                                                    4582
Число получений без ожидания исполнительных ресурсов (AcqShrdWaitForExcl)/с               6018
Число получений без ожидания исполнительных ресурсов (AcqShrdWaitForExcl)/сек             5906
Число получений исполнительных ресурсов (AcqExclLite)/с                                   5976
Число получений исполнительных ресурсов (AcqShrdLite)/с                                   5988
Число получений исполнительных ресурсов (AcqShrdLite)/сек                                 5876
Число получений исполнительных ресурсов (AcqShrdWaitForExcl)/с                            6012
Число получений исполнительных ресурсов (AcqShrdWaitForExcl)/сек                          5900
Число получений исполнительных ресурсов без ожидания (AcqExclLite)/с                      5982
Число получений исполнительных ресурсов без ожидания (AcqExclLite)/сек                    5870
Число получений исполнительных ресурсов без ожидания (AcqShrdLite)/с                      5994
Число получений исполнительных ресурсов без ожидания (AcqShrdLite)/сек                    5882
Число получений исполнительных ресурсов без ожидания (AcqShrdStarveExcl)/с                6006
Число получений исполнительных ресурсов без ожидания (AcqShrdStarveExcl)/сек              5894
Число полученных исполнительных ресурсов (AcqExclLite)/сек                                5864
Число полученных сообщений Lookup в секунду                                               7834
Число попыток получения исполнительных ресурсов (AcqExclLite)/с                           5974
Число попыток получения исполнительных ресурсов (AcqExclLite)/сек                         5862
Число попыток получения исполнительных ресурсов (AcqShrdLite)/с                           5984
Число попыток получения исполнительных ресурсов (AcqShrdLite)/сек                         5872
Число попыток получения исполнительных ресурсов (AcqShrdStarveExcl)/с                     5996
Число попыток получения исполнительных ресурсов (AcqShrdStarveExcl)/сек                   5884
Число попыток получения исполнительных ресурсов (AcqShrdWaitForExcl)/с                    6008
Число попыток получения исполнительных ресурсов (AcqShrdWaitForExcl)/сек                  5896
Число потребителей в режиме реального времени                                             5942
Число принятых подключений RDMA                                                           4584
Число разгрузок приема для TCP/сек                                                        4540
Число распределений                                                                       7728
Число рекурсивных исключительных получений исполнительных ресурсов (AcqExclLite)/сек      5866
Число рекурсивных исключительных получений исполнительных ресурсов (AcqShrdStarveExcl)... 5886
Число рекурсивных монопольных получений исполнительных ресурсов (AcqExclLite)/с           5978
Число рекурсивных монопольных получений исполнительных ресурсов (AcqShrdLite)/с           5986
Число рекурсивных монопольных получений исполнительных ресурсов (AcqShrdStarveExcl)/с     5998
Число рекурсивных монопольных получений исполнительных ресурсов (AcqShrdWaitForExcl)/с    6010
Число рекурсивных общих получений исполнительных ресурсов (AcqShrdStarveExcl)/с           6002
Число рекурсивных общих получений исполнительных ресурсов (AcqShrdStarveExcl)/сек         5890
Число рекурсивных общих получений исполнительных ресурсов (AcqShrdWaitForExcl)/сек        5902
Число рекурсивных получений общих исполнительных ресурсов (AcqShrdLite)/с                 5990
Число рекурсивных получений общих исполнительных ресурсов (AcqShrdWaitForExcl)/с          6014
